model_id,repository,revision,data_sources,excluded_source_audit,evidence_paths,evidence_sha256,license_id,license_uri,license_scope,source_origin,attribution,projection_semantics,conflict_semantics,lowercase,policy_version,source_rows,accepted_rows,rejected_rows,rejection_counts,source_audit,cross_source_conflict_assignments,cross_source_conflicting_surfaces,intrinsic_ambiguous_surfaces,output_groups,output_forms,output_sha256
lin-default,https://github.com/unimorph/lin,d56576af7cfc2ea79343e9a12ae1be82450b4e0a,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""lin"",""schema"":""lemma-form-features"",""sha256"":""d22fa11f561505b531d55bb2def0480ef5fbbb2a7e0bb9c16e8dd7664fadecbc""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:436927c093e09ce6042fb90e07bc9e682d716ad29cd8ea4f4ca7ae4a3e9fee18,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: lin,Not stated in pinned repository evidence,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,228,228,0,,"[{""accepted_rows"":228,""added_changed_pairs"":173,""added_distinct_surfaces"":230,""added_groups"":57,""added_output_forms"":230,""added_source_pairs"":173,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":0,""key"":""primary"",""path"":""lin"",""rejected_rows"":0,""rejection_counts"":{},""source_rows"":228}]",0,0,0,57,230,d784b140022b3cdff26dcb83d1ff9132eb4db12a6f6b5bb5e1d0bae53f956909
liv-default,https://github.com/unimorph/liv,1fc0245ac28f62daf10cd7c7daa5b0fdb8465c56,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""liv"",""schema"":""lemma-form-features"",""sha256"":""74b31f54ca79c73d9023fa4a0e30998329c53adbf845781088030ac27fd5b03a""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:d280d26272db17a4041fd84e15215d40e046e65aec083ab911db4a830ce8adb3,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: liv,Wikipedia,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,4195,3465,730,blank-row=208;form-unicode-whitespace=490;lemma-unicode-whitespace=32,"[{""accepted_rows"":3465,""added_changed_pairs"":2677,""added_distinct_surfaces"":2861,""added_groups"":201,""added_output_forms"":2878,""added_source_pairs"":2878,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":17,""key"":""primary"",""path"":""liv"",""rejected_rows"":730,""rejection_counts"":{""blank-row"":208,""form-unicode-whitespace"":490,""lemma-unicode-whitespace"":32},""source_rows"":4195}]",0,0,17,201,2878,3f8f654cbcd4b2ada1db6be64c7eeed8d8ea4c09a961de34fe907a1d01e22a7f
lld-default,https://github.com/unimorph/lld,8366d54e483e5334d8d761b68826b79a9a9333c2,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""lld"",""schema"":""lemma-form-features"",""sha256"":""aad2545136fcc3cd105e71560ad632f8717de647ac0021316e4cb9f767608728""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:8b924a7a4b6976fdd85329d80957b17dadcee86c5d6ac9d8198ca33644735db0,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: lld,Wikipedia,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,7838,7656,182,blank-row=182,"[{""accepted_rows"":7656,""added_changed_pairs"":4674,""added_distinct_surfaces"":4819,""added_groups"":180,""added_output_forms"":4854,""added_source_pairs"":4853,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":35,""key"":""primary"",""path"":""lld"",""rejected_rows"":182,""rejection_counts"":{""blank-row"":182},""source_rows"":7838}]",0,0,35,180,4854,014be5ac5327c64f68287595d371735da93a3f36d3ae22e8209b3db4f8331ab1
lt-lt-default,https://github.com/unimorph/lit,8367e0ab8cac32555e2f040da468bbfd7d476586,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""lit"",""schema"":""lemma-form-features"",""sha256"":""e90f7d7e4f544017d097f7ef201c6558b2d910c8b1b57b12ce3d3b0a36a1a630""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:ec067986e399ab8ba432e1e63d1fd89ec24b59b35ebd5f59c6506fd6f8415b28,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: lit,Wikipedia,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,35592,33262,2330,blank-row=1462;lemma-unicode-whitespace=868,"[{""accepted_rows"":33262,""added_changed_pairs"":27607,""added_distinct_surfaces"":28889,""added_groups"":1391,""added_output_forms"":28998,""added_source_pairs"":28092,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":109,""key"":""primary"",""path"":""lit"",""rejected_rows"":2330,""rejection_counts"":{""blank-row"":1462,""lemma-unicode-whitespace"":868},""source_rows"":35592}]",0,0,109,1391,28998,c7b8536235bc7de9d101393ec41a829a4b750b4c45d3ab7324d8ef974c277d30
lv-lv-default,https://github.com/unimorph/lav,0103e8ae2f0921378763c7d7875765a3ca3dc8df,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""lav"",""schema"":""lemma-form-features"",""sha256"":""87e2fa40a690c1f6ea4f020065a4c30518eccc6e270daf91df33a730d6ae9e41""}]","[{""detail"":""Derivational data is outside the inflectional stem-form model contract."",""path"":""lav.derivations"",""reason"":""derivation""}]",README.md:evidence-00-README.md,evidence-00-README.md:39b10ff36cc4b378437bd8eb4fef5750fd7e3f2b030aea0879aaa57697ab5fd1,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: lav,Wikipedia,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,136999,129447,7552,blank-row=1;form-unicode-whitespace=3993;lemma-unicode-whitespace=3558,"[{""accepted_rows"":129447,""added_changed_pairs"":72989,""added_distinct_surfaces"":75492,""added_groups"":7238,""added_output_forms"":80227,""added_source_pairs"":79175,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":4687,""key"":""primary"",""path"":""lav"",""rejected_rows"":7552,""rejection_counts"":{""blank-row"":1,""form-unicode-whitespace"":3993,""lemma-unicode-whitespace"":3558},""source_rows"":136999}]",0,0,4687,7238,80227,6ad88bdd8283f4fbc98093a5dfc08fe69b4f9baf9bb0f8cf156edeaa114216f3
mag-default,https://github.com/unimorph/mag,c7570a85f4ef711885971231207890c1d94c4bf0,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""mag"",""schema"":""lemma-form-features"",""sha256"":""e4bff24bfe73369a915267cd3ba98cb818ff96aac3b8fa7d98b16028bb09a346""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:c58d4907f4692b6bb554ce317c9e4053ca8426b82abecd81b2dcfa8308b2a590,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: mag,Manually created,"UniMorph; Mohit Raj, Ritesh Kumar",Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,1358,1355,3,lemma-unsupported-character=3,"[{""accepted_rows"":1355,""added_changed_pairs"":518,""added_distinct_surfaces"":1448,""added_groups"":938,""added_output_forms"":1456,""added_source_pairs"":1355,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":7,""key"":""primary"",""path"":""mag"",""rejected_rows"":3,""rejection_counts"":{""lemma-unsupported-character"":3},""source_rows"":1358}]",0,0,7,938,1456,a3cf63802ff531265bd5867123cfe0dc305ec57aea29f2d8654f7c19f9df1c85
mg-mg-default,https://github.com/unimorph/mlg,5d543a609b86ae149e4be295af68fdf4f61a8f27,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""mlg"",""schema"":""lemma-form-features"",""sha256"":""7eb74d5fc8793367c05ab12a6092501f8151eea37fed50988a4534db75c4781c""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:c3471b82634b1fc980efa68c3e85b4fb3e7a577832c848f24763da4f5844758a,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: mlg,Not stated in pinned repository evidence,UniMorph; Jennifer White,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,644,644,0,,"[{""accepted_rows"":644,""added_changed_pairs"":477,""added_distinct_surfaces"":636,""added_groups"":159,""added_output_forms"":636,""added_source_pairs"":636,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":0,""key"":""primary"",""path"":""mlg"",""rejected_rows"":0,""rejection_counts"":{},""source_rows"":644}]",0,0,0,159,636,f45cb5edae2859c0f6730edf4e0614be0fb6256d7e3e22dfbd97a12cb559133c
mi-nz-default,https://github.com/unimorph/mao,d12063aa44d4d38a5283729c6c0247cb50cb56d5,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""mao"",""schema"":""lemma-form-features"",""sha256"":""c1e6ddf3e10130d1a40615c3b27660ea6a3206427460fcfa69ddeb899c221965""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:709373f446b6253012b726e71365f6c4af11b450fe2f1843bd13ef6827184e64,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: mao,Not stated in pinned repository evidence,UniMorph; Jennifer White,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,214,214,0,,"[{""accepted_rows"":214,""added_changed_pairs"":104,""added_distinct_surfaces"":207,""added_groups"":104,""added_output_forms"":208,""added_source_pairs"":208,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":1,""key"":""primary"",""path"":""mao"",""rejected_rows"":0,""rejection_counts"":{},""source_rows"":214}]",0,0,1,104,208,0de22749a54aa35d4a788fe9b07a3e7e2cb1ce6774258eb69475b91c97666c1f
mk-mk-default,https://github.com/unimorph/mkd,d7a3968a6c70041ccbbddf47a4651ddfd75e4109,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""mkd"",""schema"":""lemma-form-features"",""sha256"":""b36b174601c6b22bc55c29084b8c3df2a7ca16007d0fdfe5feacc360b6c26166""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:4bf5bed069eabb8df7f40164098a52bebde5385c3632810dad8f1dcfc167e250,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: mkd,Wikipedia,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,168058,155219,12839,blank-row=1;form-unicode-whitespace=95;lemma-unicode-whitespace=12743,"[{""accepted_rows"":155219,""added_changed_pairs"":126766,""added_distinct_surfaces"":135754,""added_groups"":9788,""added_output_forms"":136554,""added_source_pairs"":136510,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":770,""key"":""primary"",""path"":""mkd"",""rejected_rows"":12839,""rejection_counts"":{""blank-row"":1,""form-unicode-whitespace"":95,""lemma-unicode-whitespace"":12743},""source_rows"":168058}]",0,0,770,9788,136554,16f138c9b020209290f4bd88aa16a1b08f766e793b8f4f7a51078ff18c29f875
mn-mn-default,https://github.com/unimorph/khk,c062afd9bf2dc36f54cc8f16efecfd97fc4a6b8c,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""khk"",""schema"":""lemma-form-features"",""sha256"":""4ff606bbf23b8de81a6f6ec9aedab44136f38c11e45607130a328e1a2d388630""}]","[{""detail"":""Derivational data is outside the inflectional stem-form model contract."",""path"":""khk.derivations"",""reason"":""derivation""},{""detail"":""Khalkha segmentation data was excluded after 105 conflicts and unrelated-verb anomalies were found."",""path"":""khk.segmentations"",""reason"":""khalkha-segmentation""}]",README.md:evidence-00-README.md,evidence-00-README.md:b6650de1904ff5dc79c2b34dfadc96c25a0d2d3f6e61717616438dc3e5f37ce2,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: khk,Not stated in pinned repository evidence,UniMorph; Khuyagbaatar Batsuren,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,30143,30143,0,,"[{""accepted_rows"":30143,""added_changed_pairs"":15453,""added_distinct_surfaces"":17231,""added_groups"":2140,""added_output_forms"":17593,""added_source_pairs"":15491,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":297,""key"":""primary"",""path"":""khk"",""rejected_rows"":0,""rejection_counts"":{},""source_rows"":30143}]",0,0,297,2140,17593,e178aca6228449ecc967e6a00e3ee209ba9e1bc4bf43935ff29bb63a49fa18e3
mt-mt-default,https://github.com/unimorph/mlt,9f60b87c1d391b5316caa6d868eb118341d06043,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""mlt"",""schema"":""lemma-form-features"",""sha256"":""1d46d8f620cdf65c1d67893f819f3839f3bf466f24c289b10be98d2f788db388""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:b88c475a2a22d4fb12c0e846b25bf83f3ce2a9c5806b7308585ce292e9136447,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: mlt,Wikipedia,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,3700,3566,134,blank-row=116;form-unicode-whitespace=18,"[{""accepted_rows"":3566,""added_changed_pairs"":1388,""added_distinct_surfaces"":1491,""added_groups"":112,""added_output_forms"":1500,""added_source_pairs"":1499,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":9,""key"":""primary"",""path"":""mlt"",""rejected_rows"":134,""rejection_counts"":{""blank-row"":116,""form-unicode-whitespace"":18},""source_rows"":3700}]",0,0,9,112,1500,3be6ab250e1f9489c0b28d24a5fae8a43da6ddb2528c9d74281dac6a620618b6
mwf-default,https://github.com/unimorph/mwf,7ae9b2386c21275056cae0eb48916cc38154dadd,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""mwf"",""schema"":""lemma-form-features"",""sha256"":""1cad73d55585f696500f2fc61600d9a4c962099b21ee6ca49447fedd2dae2b2a""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:73de48342bc9283c60c51d68522757d9b42eed472a1dee59e2b98c50c3febbd4,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: mwf,"Mansfield, J. 2019. Murrinhpatha morphology and phonology",UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,1147,1110,37,blank-row=37,"[{""accepted_rows"":1110,""added_changed_pairs"":691,""added_distinct_surfaces"":592,""added_groups"":29,""added_output_forms"":720,""added_source_pairs"":699,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":95,""key"":""primary"",""path"":""mwf"",""rejected_rows"":37,""rejection_counts"":{""blank-row"":37},""source_rows"":1147}]",0,0,95,29,720,cc20412e152352ea121257c724b63f9a4dbc575beb90bfa3b10d664c32917f69
